station_line,station_num,station_name,long,lat
8,2813,강동구청,127.120461,37.530348
8,2814,몽촌토성,127.11274,37.517692
8,2815,잠실,127.104267,37.514649
8,2816,석촌,127.106995,37.505396
8,2817,송파,127.11212,37.49978
8,2818,가락시장,127.118279,37.493004
8,2819,문정,127.122473,37.485931
8,2820,장지,127.126229,37.478609
8,2821,복정,127.126746,37.471016
8,2828,남위례,127.139047,37.462839
8,2822,산성,127.149927,37.456886
8,2823,남한산성입구,127.159845,37.451568
8,2824,단대오거리,127.156735,37.445057
8,2825,신흥,127.14759,37.440952
8,2826,수진,127.140936,37.437575
8,2827,모란,127.129921,37.433888
9,901,개화,126.798153,37.578608
9,902,김포공항,126.801058,37.562434
9,903,공항시장,126.810678,37.563726
9,904,신방화,126.816601,37.567532
9,905,마곡나루,126.829497,37.567336
9,906,양천향교,126.841333,37.568381
9,907,가양,126.854456,37.561391
9,908,증미,126.861939,37.557402
9,909,등촌,126.865689,37.550632
9,910,염창,126.874916,37.546936
9,911,신목동,126.88308,37.544277
9,912,선유도,126.893525,37.53802
9,913,당산,126.902281,37.53438
9,914,국회의사당,126.917874,37.528105
9,915,여의도,126.924191,37.521624
9,916,샛강,126.928422,37.517274
9,917,노량진,126.942454,37.514219
9,918,노들,126.953222,37.512887
9,919,흑석(중앙대입구),126.963708,37.50877
9,920,동작,126.979306,37.502971
9,921,구반포,126.987332,37.501364
9,922,신반포,126.995925,37.503415
9,923,고속터미널,127.004943,37.50481
9,924,사평,127.015259,37.504206
9,925,신논현,127.02506,37.504598
9,926,언주,127.033868,37.507287
9,927,선정릉,127.043593,37.51098
9,928,삼성중앙,127.053282,37.513011
9,929,봉은사,127.060245,37.514219
